	target	target_accession	query	query_accesion	full_evalue	full_score	full_bias	best_evalue	best_score	best_bias	exp	reg	clu	ov	env	dom	rep	inc	description	taxid	organism	id	gi	db	status	length	tax_id	superkingdom	phylum	class	order	family	genus	species	cohort	forma	infraclass	infraorder	kingdom	no rank	no rank1	no rank10	no rank11	no rank12	no rank13	no rank14	no rank15	no rank16	no rank17	no rank18	no rank19	no rank2	no rank20	no rank21	no rank22	no rank3	no rank4	no rank5	no rank6	no rank7	no rank8	no rank9	parvorder	species group	species subgroup	subclass	subfamily	subgenus	subkingdom	suborder	subphylum	subspecies	subtribe	superclass	superfamily	superorder	superphylum	tribe	varietas
347076	TEM	RF0126	YP_002291069.1	-	1.7999999999999995e-205	673.4	0.0	1.999999999999999e-205	673.2	0.0	1.0	1.0	0	0	1	1	1	1	TEM beta-lactamase (class a) [ARO:3000014]	727	Haemophilus influenzae	YP_002291069.1	209947572	bacteria|complete|plasmid	PROVISIONAL	286	727.0	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	Haemophilus influenzae						cellular organisms																																							
347116	TetA	RF0127	YP_002291079.1	-	1.899999999999999e-212	698.2	25.7	2.0999999999999994e-212	698.0	25.7	1.0	1.0	0	0	1	1	1	1	tetA: tetracycline resistance MFS efflux pump [ARO:3000165]	90371	Salmonella enterica subsp. enterica serovar Typhimurium	YP_002291079.1	689859598	bacteria|complete|plasmid	PROVISIONAL	399																																																					
347117	TEM	RF0126	YP_002291081.1	-	1.3999999999999993e-204	670.5	0.0	1.5999999999999993e-204	670.3	0.0	1.0	1.0	0	0	1	1	1	1	TEM beta-lactamase (class a) [ARO:3000014]	90371	Salmonella enterica subsp. enterica serovar Typhimurium	YP_002291081.1	689859600	bacteria|complete|plasmid	PROVISIONAL	286																																																					
347118	CMY-LAT-MOX-ACT-MIR-FOX	RF0057	YP_002302245.1	-	2.6999999999999992e-238	782.9	2.2	3.099999999999998e-238	782.7	2.2	1.0	1.0	0	0	1	1	1	1	A grouping of the related CMY, LAT, MOX, ACT, MIR, and FOX beta-lactamases (class c) [ARO:3000072;ARO:3000058;ARO:3000067;ARO:3000084;ARO:3000069;ARO:3000083]	584	Proteus mirabilis	YP_002302245.1	211909949	bacteria|complete|plasmid	PROVISIONAL	381	584.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Morganellaceae	Proteus	Proteus mirabilis						cellular organisms																																							
347130	CMY-LAT-MOX-ACT-MIR-FOX	RF0057	YP_002302252.1	-	2.6999999999999992e-238	782.9	2.2	3.099999999999998e-238	782.7	2.2	1.0	1.0	0	0	1	1	1	1	A grouping of the related CMY, LAT, MOX, ACT, MIR, and FOX beta-lactamases (class c) [ARO:3000072;ARO:3000058;ARO:3000067;ARO:3000084;ARO:3000069;ARO:3000083]	562	Escherichia coli	YP_002302252.1	211909957	bacteria|complete|plasmid	PROVISIONAL	381	562.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli						cellular organisms																																							
350213	Chlor_Acetyltrans_CAT	RF0050	YP_002302327.1	-	2.1999999999999997e-85	278.6	5.8	2.6999999999999996e-85	278.4	5.8	1.0	1.0	0	0	1	1	1	1	chloramphenicol acetyltransferase (CAT) [ARO:3000122]	485	Neisseria gonorrhoeae	YP_002302327.1	211909966	bacteria|complete|plasmid	PROVISIONAL	219	485.0	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria gonorrhoeae						cellular organisms																																							
354940	CTXM	RF0059	YP_002332251.1	-	3.399999999999999e-191	626.7	3.9	3.7999999999999986e-191	626.5	3.9	1.0	1.0	0	0	1	1	1	1	CTX-M beta-lactamase (class a) [ARO:3000016]	356621	Salmonella enterica subsp. enterica serovar Westhampton	YP_002332251.1	216700341	bacteria|complete|plasmid	PROVISIONAL	291																																																					
359581	AAC6-Ib	RF0005	YP_002332851.1	-	1.7999999999999997e-130	424.8	0.1	1.9999999999999994e-130	424.7	0.1	1.0	1.0	0	0	1	1	1	1	Aminoglycoside Acetyltransferase (AAC6-Ib) [ARO:3001206]	573	Klebsiella pneumoniae	YP_002332851.1	215528096	bacteria|complete|plasmid	PROVISIONAL	199	573.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae						cellular organisms																																							
359992	Qnr	RF0113	YP_002332855.1	-	8.599999999999998e-136	443.4	12.0	9.599999999999998e-136	443.3	12.0	1.0	1.0	0	0	1	1	1	1	quninolone resistance protein (Qnr): antibiotic target protection protein [ARO:3000419]	573	Klebsiella pneumoniae	YP_002332855.1	215528094	bacteria|complete|plasmid	PROVISIONAL	218	573.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae						cellular organisms																																							
360403	CTXM	RF0059	YP_002332867.1	-	1.6999999999999993e-191	627.7	4.5	1.8999999999999993e-191	627.5	4.5	1.0	1.0	0	0	1	1	1	1	CTX-M beta-lactamase (class a) [ARO:3000016]	573	Klebsiella pneumoniae	YP_002332867.1	215528084	bacteria|complete|plasmid	PROVISIONAL	291	573.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae						cellular organisms																																							
360814	TetA	RF0127	YP_002332890.1	-	6.099999999999998e-210	689.9	25.6	6.799999999999998e-210	689.7	25.6	1.0	1.0	0	0	1	1	1	1	tetA: tetracycline resistance MFS efflux pump [ARO:3000165]	573	Klebsiella pneumoniae	YP_002332890.1	215528133	bacteria|complete|plasmid	PROVISIONAL	399	573.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae						cellular organisms																																							
361225	TEM	RF0126	YP_002333310.1	-	1.7999999999999995e-205	673.4	0.0	1.999999999999999e-205	673.2	0.0	1.0	1.0	0	0	1	1	1	1	TEM beta-lactamase (class a) [ARO:3000014]	573	Klebsiella pneumoniae	YP_002333310.1	216967802	bacteria|complete|plasmid	PROVISIONAL	286	573.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae						cellular organisms																																							
361636	CTXM	RF0059	YP_002333323.1	-	4.699999999999998e-193	632.8	4.5	5.199999999999998e-193	632.6	4.5	1.0	1.0	0	0	1	1	1	1	CTX-M beta-lactamase (class a) [ARO:3000016]	573	Klebsiella pneumoniae	YP_002333323.1	216967815	bacteria|complete|plasmid	PROVISIONAL	291	573.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae						cellular organisms																																							
364721	TetA-B	RF0128	YP_002405954.1	-	7.999999999999996e-278	913.6	30.6	8.999999999999995e-278	913.4	30.6	1.0	1.0	0	0	1	1	1	1	tetA(B): tetracycline resistance MFS efflux pump [ARO:3000165]	585056	Escherichia coli UMN026	YP_002405954.1	218692842	bacteria|complete|plasmid	REVIEWED	417																																																					
364722	APH3''	RF0172	YP_002455757.1	-	2.4999999999999994e-165	541.3	0.2	2.7999999999999994e-165	541.1	0.2	1.0	1.0	0	0	1	1	1	1	Streptomycin phosphotransferase	562	Escherichia coli	YP_002455757.1	219372023	bacteria|complete|plasmid	PROVISIONAL	267	562.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli						cellular organisms																																							
367805	APH6	RF0034	YP_002455758.1	-	2.3999999999999993e-150	492.5	1.6	2.6999999999999996e-150	492.4	1.6	1.0	1.0	0	0	1	1	1	1	aminoglycoside phosphotransferase (APH3) [ARO:3000151]	562	Escherichia coli	YP_002455758.1	219372024	bacteria|complete|plasmid	PROVISIONAL	278	562.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli						cellular organisms																																							
370888	TetA-B	RF0128	YP_002456172.1	-	6.899999999999998e-278	913.8	30.6	7.699999999999995e-278	913.6	30.6	1.0	1.0	0	0	1	1	1	1	tetA(B): tetracycline resistance MFS efflux pump [ARO:3000165]	562	Escherichia coli	YP_002456172.1	219586078	bacteria|complete|plasmid	PROVISIONAL	401	562.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli						cellular organisms																																							
373971	msbA	RF0107	YP_002527499.1	-	3.5999999999999986e-211	695.1	2.5	1.8e-108	356.0	0.0	2.0	2.0	0	0	2	2	0	0	msbA: ATP-binding cassette (ABC) antibiotic efflux pump [ARO:3000460]	562	Escherichia coli	YP_002527499.1	221218541	bacteria|complete|plasmid	PROVISIONAL	1261	562.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli						cellular organisms																																							
377054	TetA	RF0127	YP_002527531.1	-	2.0999999999999995e-214	704.6	23.6	2.399999999999999e-214	704.4	23.6	1.0	1.0	0	0	1	1	1	1	tetA: tetracycline resistance MFS efflux pump [ARO:3000165]	562	Escherichia coli	YP_002527531.1	221218573	bacteria|complete|plasmid	PROVISIONAL	424	562.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli						cellular organisms																																							
380137	APH3''	RF0172	YP_002527539.1	-	2.6e-124	406.8	0.4	2.8999999999999994e-124	406.6	0.4	1.0	1.0	0	0	1	1	1	1	Streptomycin phosphotransferase	562	Escherichia coli	YP_002527539.1	221218581	bacteria|complete|plasmid	PROVISIONAL	205	562.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli						cellular organisms																																							
383220	APH6	RF0034	YP_002527540.1	-	2.3999999999999993e-150	492.5	1.6	2.6999999999999996e-150	492.4	1.6	1.0	1.0	0	0	1	1	1	1	aminoglycoside phosphotransferase (APH3) [ARO:3000151]	562	Escherichia coli	YP_002527540.1	221218582	bacteria|complete|plasmid	PROVISIONAL	278	562.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli						cellular organisms																																							
386303	ANT3	RF0027	YP_002527543.1	-	8.299999999999998e-169	552.5	1.1	9.299999999999997e-169	552.3	1.1	1.0	1.0	0	0	1	1	1	1	Aminoglycoside Nucleotidyltransferase (ANT3) [ARO:3000232]	562	Escherichia coli	YP_002527543.1	221218585	bacteria|complete|plasmid	PROVISIONAL	263	562.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli						cellular organisms																																							
389386	msbA	RF0107	YP_002539287.1	-	8.999999999999995e-214	703.7	3.4	3.199999999999999e-110	361.8	0.1	2.0	2.0	0	0	2	2	0	0	msbA: ATP-binding cassette (ABC) antibiotic efflux pump [ARO:3000460]	475609	Escherichia coli chi7122	YP_002539287.1	222104798	bacteria|complete|plasmid	PROVISIONAL	1261																																																					
389387	macB	RF0089	YP_002539412.1	-	3.299999999999998e-201	662.4	10.9	3.7999999999999986e-201	662.2	10.9	1.1	1.0	0	0	1	1	1	1	macB: subunit of efflux pump conferring antibiotic resistance [ARO:3000535]	475609	Escherichia coli chi7122	YP_002539412.1	222104923	bacteria|complete|plasmid	PROVISIONAL	646																																																					
389388	GES	RF0076	YP_002563154.1	-	8.799999999999995e-207	677.8	0.5	9.899999999999997e-207	677.7	0.5	1.0	1.0	0	0	1	1	1	1	GES beta-lactamase (class a) [ARO:3000066]	550	Enterobacter cloacae	YP_002563154.1	222159146	bacteria|complete|plasmid	PROVISIONAL	287	550.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter cloacae						cellular organisms																								Enterobacter cloacae complex															
389434	APH3''	RF0172	YP_002650688.1	-	2.4999999999999994e-165	541.3	0.2	2.7999999999999994e-165	541.1	0.2	1.0	1.0	0	0	1	1	1	1	Streptomycin phosphotransferase	747	Pasteurella multocida	YP_002650688.1	225074885	bacteria|complete|plasmid	PROVISIONAL	267	747.0	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Pasteurella	Pasteurella multocida						cellular organisms																																							
389470	TetM-TetW-TetO-TetS	RF0133	YP_002650692.1	-	0.0	1221.6	0.2	0.0	1221.5	0.2	1.0	1.0	0	0	1	1	1	1	tetM, tetW, tetO, and tetS: tetracycline resistance ribosomal protection protein [ARO:3000186;ARO:3000194;ARO:3000190;ARO:3000192]	747	Pasteurella multocida	YP_002650692.1	225166732	bacteria|complete|plasmid	PROVISIONAL	639	747.0	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Pasteurella	Pasteurella multocida						cellular organisms																																							
389506	ABC_efflux	RF0007	YP_002756567.1	-	9.999999999999999e-84	274.6	0.9	1.6999999999999995e-83	273.9	0.9	1.3	1.0	0	0	1	1	1	1	ATP-binding cassette (ABC) antibiotic efflux pump [ARO:0010001]	562	Escherichia coli	YP_002756567.1	226200963	bacteria|complete|plasmid	PROVISIONAL	706	562.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli						cellular organisms																																							
401869	TEM	RF0126	YP_002791371.1	-	1.7999999999999995e-205	673.4	0.0	1.999999999999999e-205	673.2	0.0	1.0	1.0	0	0	1	1	1	1	TEM beta-lactamase (class a) [ARO:3000014]	550	Enterobacter cloacae	YP_002791371.1	226807677	bacteria|complete|plasmid	PROVISIONAL	286	550.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter cloacae						cellular organisms																								Enterobacter cloacae complex															
401915	TetD	RF0130	YP_002791388.1	-	1.3999999999999993e-269	886.3	34.1	1.599999999999999e-269	886.1	34.1	1.0	1.0	0	0	1	1	1	1	tetD: tetracycline resistance MFS efflux pump [ARO:3000168]	550	Enterobacter cloacae	YP_002791388.1	226807693	bacteria|complete|plasmid	PROVISIONAL	394	550.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter cloacae						cellular organisms																								Enterobacter cloacae complex															
401961	AAC6-Ib	RF0005	YP_002791392.1	-	2.2999999999999992e-133	434.3	0.1	2.5999999999999995e-133	434.1	0.1	1.0	1.0	0	0	1	1	1	1	Aminoglycoside Acetyltransferase (AAC6-Ib) [ARO:3001206]	550	Enterobacter cloacae	YP_002791392.1	226807697	bacteria|complete|plasmid	PROVISIONAL	209	550.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter cloacae						cellular organisms																								Enterobacter cloacae complex															
402007	IMP	RF0080	YP_002791399.1	-	1.9999999999999995e-165	540.8	2.0	2.1999999999999994e-165	540.6	2.0	1.0	1.0	0	0	1	1	1	1	Plasmid mediated IMP-type carbapenemases (subclass B1 (metallo-) beta-lactamase) [ARO:3000020]	550	Enterobacter cloacae	YP_002791399.1	226807704	bacteria|complete|plasmid	PROVISIONAL	246	550.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter cloacae						cellular organisms																								Enterobacter cloacae complex															
402053	AAC6-Ib	RF0005	YP_002791400.1	-	3.599999999999999e-133	433.6	0.1	3.9999999999999995e-133	433.5	0.1	1.0	1.0	0	0	1	1	1	1	Aminoglycoside Acetyltransferase (AAC6-Ib) [ARO:3001206]	550	Enterobacter cloacae	YP_002791400.1	226807705	bacteria|complete|plasmid	PROVISIONAL	184	550.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter cloacae						cellular organisms																								Enterobacter cloacae complex															
402099	Chlor_Acetyltrans_CAT	RF0050	YP_002791401.1	-	2.5e-53	173.8	0.0	3.1999999999999996e-53	173.5	0.0	1.1	1.0	0	0	1	1	1	1	chloramphenicol acetyltransferase (CAT) [ARO:3000122]	550	Enterobacter cloacae	YP_002791401.1	226807706	bacteria|complete|plasmid	PROVISIONAL	210	550.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter cloacae						cellular organisms																								Enterobacter cloacae complex															
402145	APH6	RF0034	YP_002791407.1	-	2.3999999999999993e-150	492.5	1.6	2.6999999999999996e-150	492.4	1.6	1.0	1.0	0	0	1	1	1	1	aminoglycoside phosphotransferase (APH3) [ARO:3000151]	550	Enterobacter cloacae	YP_002791407.1	226807876	bacteria|complete|plasmid	PROVISIONAL	278	550.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter cloacae						cellular organisms																								Enterobacter cloacae complex															
402191	APH3	RF0033	YP_002791441.1	-	5.799999999999998e-146	477.7	0.0	6.599999999999998e-146	477.5	0.0	1.0	1.0	0	0	1	1	1	1	aminoglycoside phosphotransferase (APH3) [ARO:3000126]	550	Enterobacter cloacae	YP_002791441.1	226807745	bacteria|complete|plasmid	PROVISIONAL	271	550.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter cloacae						cellular organisms																								Enterobacter cloacae complex															
402237	Chlor_Acetyltrans_CAT	RF0050	YP_002791497.1	-	7.799999999999998e-89	289.9	0.3	8.699999999999997e-89	289.8	0.3	1.0	1.0	0	0	1	1	1	1	chloramphenicol acetyltransferase (CAT) [ARO:3000122]	550	Enterobacter cloacae	YP_002791497.1	226807801	bacteria|complete|plasmid	PROVISIONAL	213	550.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter cloacae						cellular organisms																								Enterobacter cloacae complex															
402283	SHV-LEN	RF0119	YP_002791504.1	-	8.199999999999996e-204	667.9	2.6	9.199999999999995e-204	667.8	2.6	1.0	1.0	0	0	1	1	1	1	A grouping of the related SHV and LEN beta-lactamases (class a) [ARO:3000096]	550	Enterobacter cloacae	YP_002791504.1	226807808	bacteria|complete|plasmid	PROVISIONAL	286	550.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter cloacae						cellular organisms																								Enterobacter cloacae complex															
402329	AAC3	RF0002	YP_002791510.1	-	1.7999999999999996e-128	420.4	0.1	1.9999999999999993e-128	420.3	0.1	1.0	1.0	0	0	1	1	1	1	Aminoglycoside Acetyltransferase (AAC3) [ARO:3000322]	550	Enterobacter cloacae	YP_002791510.1	226807861	bacteria|complete|plasmid	PROVISIONAL	269	550.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter cloacae						cellular organisms																								Enterobacter cloacae complex															
402375	TEM	RF0126	YP_002791681.1	-	1.7999999999999995e-205	673.4	0.0	1.999999999999999e-205	673.2	0.0	1.0	1.0	0	0	1	1	1	1	TEM beta-lactamase (class a) [ARO:3000014]	550	Enterobacter cloacae	YP_002791681.1	226809987	bacteria|complete|plasmid	PROVISIONAL	286	550.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter cloacae						cellular organisms																								Enterobacter cloacae complex															
402421	TetD	RF0130	YP_002791698.1	-	1.3999999999999993e-269	886.3	34.1	1.599999999999999e-269	886.1	34.1	1.0	1.0	0	0	1	1	1	1	tetD: tetracycline resistance MFS efflux pump [ARO:3000168]	550	Enterobacter cloacae	YP_002791698.1	226810004	bacteria|complete|plasmid	PROVISIONAL	394	550.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter cloacae						cellular organisms																								Enterobacter cloacae complex															
402467	AAC6-Ib	RF0005	YP_002791702.1	-	2.2999999999999992e-133	434.3	0.1	2.5999999999999995e-133	434.1	0.1	1.0	1.0	0	0	1	1	1	1	Aminoglycoside Acetyltransferase (AAC6-Ib) [ARO:3001206]	550	Enterobacter cloacae	YP_002791702.1	226810008	bacteria|complete|plasmid	PROVISIONAL	209	550.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter cloacae						cellular organisms																								Enterobacter cloacae complex															
402513	IMP	RF0080	YP_002791709.1	-	1.9999999999999995e-165	540.8	2.0	2.1999999999999994e-165	540.6	2.0	1.0	1.0	0	0	1	1	1	1	Plasmid mediated IMP-type carbapenemases (subclass B1 (metallo-) beta-lactamase) [ARO:3000020]	550	Enterobacter cloacae	YP_002791709.1	226810015	bacteria|complete|plasmid	PROVISIONAL	246	550.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter cloacae						cellular organisms																								Enterobacter cloacae complex															
