	target	target_accession	query	query_accesion	full_evalue	full_score	full_bias	best_evalue	best_score	best_bias	exp	reg	clu	ov	env	dom	rep	inc	description	taxid	organism	id	gi	db	status	length
328	vanS	RF0155	YP_001974798.1	-	9.199999999999997e-148	485.0	6.4	9.999999999999997e-148	484.8	6.4	1.0	1.0	0	0	1	1	1	1	VanS: trasncriptional regulator of van glycopeptide resistance genes [ARO:3000071]	1352	Enterococcus faecium	YP_001974798.1	190606513	bacteria|complete|plasmid	PROVISIONAL	384
329	vanR	RF0154	YP_001974799.1	-	1.1999999999999997e-107	351.6	1.4	1.2999999999999996e-107	351.4	1.4	1.0	1.0	0	0	1	1	1	1	VanR: transcriptional activator regulating VanA, VanH and VanX [ARO:3000574]	1352	Enterococcus faecium	YP_001974799.1	190606514	bacteria|complete|plasmid	PROVISIONAL	231
330	Qnr	RF0113	YP_001976181.1	-	6.1e-123	401.4	8.6	6.799999999999999e-123	401.3	8.6	1.0	1.0	0	0	1	1	1	1	quninolone resistance protein (Qnr): antibiotic target protection protein [ARO:3000419]	90371	Salmonella enterica subsp. enterica serovar Typhimurium	YP_001976181.1	192351294	bacteria|complete|plasmid	PROVISIONAL	218
331	vanR	RF0154	YP_002128396.1	-	1.1999999999999997e-107	351.6	1.4	1.2999999999999996e-107	351.4	1.4	1.0	1.0	0	0	1	1	1	1	VanR: transcriptional activator regulating VanA, VanH and VanX [ARO:3000574]	1352	Enterococcus faecium	YP_002128396.1	197103114	bacteria|complete|plasmid	PROVISIONAL	231
332	vanS	RF0155	YP_002128397.1	-	9.199999999999997e-148	485.0	6.4	9.999999999999997e-148	484.8	6.4	1.0	1.0	0	0	1	1	1	1	VanS: trasncriptional regulator of van glycopeptide resistance genes [ARO:3000071]	1352	Enterococcus faecium	YP_002128397.1	197103115	bacteria|complete|plasmid	PROVISIONAL	384
333	vanH	RF0153	YP_002128398.1	-	2.2999999999999988e-196	644.0	0.7	2.499999999999999e-196	643.9	0.7	1.0	1.0	0	0	1	1	1	1	VanH: D-specific alpha-ketoacid dehydrogenase that synthesizes D-lactate [ARO:3000006]	1352	Enterococcus faecium	YP_002128398.1	197103116	bacteria|complete|plasmid	PROVISIONAL	322
334	vanA	RF0149	YP_002128399.1	-	8.899999999999995e-245	803.8	0.8	9.899999999999995e-245	803.6	0.8	1.0	1.0	0	0	1	1	1	1	VanA: D-Ala-D-Ala ligase that can synthesize D-Ala-D-Lac [ARO:3000010]	1352	Enterococcus faecium	YP_002128399.1	197103117	bacteria|complete|plasmid	PROVISIONAL	343
335	vanX	RF0158	YP_002128400.1	-	6.399999999999998e-117	381.3	0.1	7.099999999999998e-117	381.1	0.1	1.0	1.0	0	0	1	1	1	1	VanX: glycopeptide resistance gene [ARO:3000011]	1352	Enterococcus faecium	YP_002128400.1	197103118	bacteria|complete|plasmid	PROVISIONAL	202
336	vanY	RF0159	YP_002128401.1	-	7.499999999999998e-129	422.4	4.2	9.399999999999996e-129	422.1	4.2	1.1	1.0	0	0	1	1	1	1	VanY: glycopeptide resistance gene [ARO:3000077]	1352	Enterococcus faecium	YP_002128401.1	197103119	bacteria|complete|plasmid	PROVISIONAL	303
337	vanZ	RF0160	YP_002128402.1	-	3.1999999999999993e-103	335.5	18.6	3.5999999999999993e-103	335.3	18.6	1.0	1.0	0	0	1	1	1	1	VanZ: glycopeptide resistance gene [ARO:3000116]	1352	Enterococcus faecium	YP_002128402.1	197103120	bacteria|complete|plasmid	PROVISIONAL	161
338	Qnr	RF0113	YP_002221301.1	-	5.499999999999998e-122	398.3	9.2	6.099999999999998e-122	398.1	9.2	1.0	1.0	0	0	1	1	1	1	quninolone resistance protein (Qnr): antibiotic target protection protein [ARO:3000419]	644	Aeromonas hydrophila	YP_002221301.1	198286631	bacteria|complete|plasmid	PROVISIONAL	218
339	APH3	RF0033	YP_002274416.1	-	1.8e-18	59.8	0.1	3e-18	59.1	0.1	1.3	1.0	0	0	1	1	1	1	aminoglycoside phosphotransferase (APH3) [ARO:3000126]	1352	Enterococcus faecium	YP_002274416.1	209808845	bacteria|complete|plasmid	PROVISIONAL	479
340	APH3''	RF0172	YP_002286765.1	-	2.4999999999999994e-165	541.3	0.2	2.7999999999999994e-165	541.1	0.2	1.0	1.0	0	0	1	1	1	1	Streptomycin phosphotransferase	747	Pasteurella multocida	YP_002286765.1	209809838	bacteria|complete|plasmid	PROVISIONAL	267
341	APH6	RF0034	YP_002286766.1	-	2.3999999999999993e-150	492.5	1.6	2.6999999999999996e-150	492.4	1.6	1.0	1.0	0	0	1	1	1	1	aminoglycoside phosphotransferase (APH3) [ARO:3000151]	747	Pasteurella multocida	YP_002286766.1	209809839	bacteria|complete|plasmid	PROVISIONAL	278
342	Chlor_Efflux_Pump	RF0051	YP_002286768.1	-	2.4999999999999992e-169	556.5	48.1	2.799999999999999e-169	556.3	48.1	1.0	1.0	0	0	1	1	1	1	chloramphenicol efflux pump [ARO:3001212]	747	Pasteurella multocida	YP_002286768.1	209809841	bacteria|complete|plasmid	PROVISIONAL	404
343	AAC6-Ib	RF0005	YP_002286819.1	-	4.8999999999999984e-133	433.2	0.1	5.599999999999999e-133	433.0	0.1	1.0	1.0	0	0	1	1	1	1	Aminoglycoside Acetyltransferase (AAC6-Ib) [ARO:3001206]	573	Klebsiella pneumoniae	YP_002286819.1	209901037	bacteria|complete|plasmid	PROVISIONAL	201
344	KPC	RF0083	YP_002286834.1	-	3.399999999999999e-209	685.8	3.6	3.7999999999999983e-209	685.6	3.6	1.0	1.0	0	0	1	1	1	1	Klebsiella pneumoniae carbapenem resistant (KPC) beta-lactamases (class a) [ARO:3000059]	573	Klebsiella pneumoniae	YP_002286834.1	209901052	bacteria|complete|plasmid	PROVISIONAL	293
345	KPC	RF0083	YP_002286844.1	-	3.399999999999999e-209	685.8	3.6	3.7999999999999983e-209	685.6	3.6	1.0	1.0	0	0	1	1	1	1	Klebsiella pneumoniae carbapenem resistant (KPC) beta-lactamases (class a) [ARO:3000059]	573	Klebsiella pneumoniae	YP_002286844.1	209901062	bacteria|complete|plasmid	PROVISIONAL	293
346	KPC	RF0083	YP_002286855.1	-	3.399999999999999e-209	685.8	3.6	3.7999999999999983e-209	685.6	3.6	1.0	1.0	0	0	1	1	1	1	Klebsiella pneumoniae carbapenem resistant (KPC) beta-lactamases (class a) [ARO:3000059]	573	Klebsiella pneumoniae	YP_002286855.1	209901073	bacteria|complete|plasmid	PROVISIONAL	293
347	APH3''	RF0172	YP_002286962.1	-	2.4999999999999994e-165	541.3	0.2	2.7999999999999994e-165	541.1	0.2	1.0	1.0	0	0	1	1	1	1	Streptomycin phosphotransferase	573	Klebsiella pneumoniae	YP_002286962.1	209901181	bacteria|complete|plasmid	PROVISIONAL	267
348	APH6	RF0034	YP_002286963.1	-	2.3999999999999993e-150	492.5	1.6	2.6999999999999996e-150	492.4	1.6	1.0	1.0	0	0	1	1	1	1	aminoglycoside phosphotransferase (APH3) [ARO:3000151]	573	Klebsiella pneumoniae	YP_002286963.1	209901183	bacteria|complete|plasmid	PROVISIONAL	278
349	TEM	RF0126	YP_002286965.1	-	1.7999999999999995e-205	673.4	0.0	1.999999999999999e-205	673.2	0.0	1.0	1.0	0	0	1	1	1	1	TEM beta-lactamase (class a) [ARO:3000014]	573	Klebsiella pneumoniae	YP_002286965.1	209901184	bacteria|complete|plasmid	PROVISIONAL	286
350	ClassD	RF0056	YP_002286967.1	-	7.699999999999999e-68	221.3	0.0	8.899999999999998e-68	221.1	0.0	1.0	1.0	0	0	1	1	1	1	Class D beta-lactamases [ARO:3000075;ARO:3000017]	573	Klebsiella pneumoniae	YP_002286967.1	209901186	bacteria|complete|plasmid	PROVISIONAL	279
351	ANT3	RF0027	YP_002286968.1	-	3.799999999999999e-167	547.0	1.1	4.299999999999999e-167	546.8	1.1	1.0	1.0	0	0	1	1	1	1	Aminoglycoside Nucleotidyltransferase (ANT3) [ARO:3000232]	573	Klebsiella pneumoniae	YP_002286968.1	209901187	bacteria|complete|plasmid	PROVISIONAL	262
352	AAC6-Ib	RF0005	YP_002286969.1	-	2.899999999999999e-133	433.9	0.1	3.2999999999999993e-133	433.7	0.1	1.0	1.0	0	0	1	1	1	1	Aminoglycoside Acetyltransferase (AAC6-Ib) [ARO:3001206]	573	Klebsiella pneumoniae	YP_002286969.1	209901188	bacteria|complete|plasmid	PROVISIONAL	201
353	KPC	RF0083	YP_002286981.1	-	3.8999999999999984e-209	685.6	4.0	4.3999999999999975e-209	685.4	4.0	1.0	1.0	0	0	1	1	1	1	Klebsiella pneumoniae carbapenem resistant (KPC) beta-lactamases (class a) [ARO:3000059]	573	Klebsiella pneumoniae	YP_002286981.1	209901200	bacteria|complete|plasmid	PROVISIONAL	293
354	Chlor_Acetyltrans_CAT	RF0050	YP_002291032.1	-	7.2000000000000005e-90	293.3	1.4	7.899999999999998e-90	293.2	1.4	1.0	1.0	0	0	1	1	1	1	chloramphenicol acetyltransferase (CAT) [ARO:3000122]	727	Haemophilus influenzae	YP_002291032.1	209947535	bacteria|complete|plasmid	PROVISIONAL	213
355	TetA-B	RF0128	YP_002291038.1	-	6.899999999999998e-278	913.8	30.6	7.699999999999995e-278	913.6	30.6	1.0	1.0	0	0	1	1	1	1	tetA(B): tetracycline resistance MFS efflux pump [ARO:3000165]	727	Haemophilus influenzae	YP_002291038.1	209947541	bacteria|complete|plasmid	PROVISIONAL	401
356	TEM	RF0126	YP_002291069.1	-	1.7999999999999995e-205	673.4	0.0	1.999999999999999e-205	673.2	0.0	1.0	1.0	0	0	1	1	1	1	TEM beta-lactamase (class a) [ARO:3000014]	727	Haemophilus influenzae	YP_002291069.1	209947572	bacteria|complete|plasmid	PROVISIONAL	286
357	TetA	RF0127	YP_002291079.1	-	1.899999999999999e-212	698.2	25.7	2.0999999999999994e-212	698.0	25.7	1.0	1.0	0	0	1	1	1	1	tetA: tetracycline resistance MFS efflux pump [ARO:3000165]	90371	Salmonella enterica subsp. enterica serovar Typhimurium	YP_002291079.1	689859598	bacteria|complete|plasmid	PROVISIONAL	399
358	TEM	RF0126	YP_002291081.1	-	1.3999999999999993e-204	670.5	0.0	1.5999999999999993e-204	670.3	0.0	1.0	1.0	0	0	1	1	1	1	TEM beta-lactamase (class a) [ARO:3000014]	90371	Salmonella enterica subsp. enterica serovar Typhimurium	YP_002291081.1	689859600	bacteria|complete|plasmid	PROVISIONAL	286
359	CMY-LAT-MOX-ACT-MIR-FOX	RF0057	YP_002302245.1	-	2.6999999999999992e-238	782.9	2.2	3.099999999999998e-238	782.7	2.2	1.0	1.0	0	0	1	1	1	1	A grouping of the related CMY, LAT, MOX, ACT, MIR, and FOX beta-lactamases (class c) [ARO:3000072;ARO:3000058;ARO:3000067;ARO:3000084;ARO:3000069;ARO:3000083]	584	Proteus mirabilis	YP_002302245.1	211909949	bacteria|complete|plasmid	PROVISIONAL	381
360	CMY-LAT-MOX-ACT-MIR-FOX	RF0057	YP_002302252.1	-	2.6999999999999992e-238	782.9	2.2	3.099999999999998e-238	782.7	2.2	1.0	1.0	0	0	1	1	1	1	A grouping of the related CMY, LAT, MOX, ACT, MIR, and FOX beta-lactamases (class c) [ARO:3000072;ARO:3000058;ARO:3000067;ARO:3000084;ARO:3000069;ARO:3000083]	562	Escherichia coli	YP_002302252.1	211909957	bacteria|complete|plasmid	PROVISIONAL	381
361	Chlor_Acetyltrans_CAT	RF0050	YP_002302327.1	-	2.1999999999999997e-85	278.6	5.8	2.6999999999999996e-85	278.4	5.8	1.0	1.0	0	0	1	1	1	1	chloramphenicol acetyltransferase (CAT) [ARO:3000122]	485	Neisseria gonorrhoeae	YP_002302327.1	211909966	bacteria|complete|plasmid	PROVISIONAL	219
362	ABC_efflux	RF0007	YP_002302341.1	-	5.799999999999998e-77	252.3	0.0	7.099999999999998e-77	252.0	0.0	1.0	1.0	0	0	1	1	1	1	ATP-binding cassette (ABC) antibiotic efflux pump [ARO:0010001]	1280	Staphylococcus aureus	YP_002302341.1	212383453	bacteria|complete|plasmid	PROVISIONAL	571
363	CTXM	RF0059	YP_002332251.1	-	3.399999999999999e-191	626.7	3.9	3.7999999999999986e-191	626.5	3.9	1.0	1.0	0	0	1	1	1	1	CTX-M beta-lactamase (class a) [ARO:3000016]	356621	Salmonella enterica subsp. enterica serovar Westhampton	YP_002332251.1	216700341	bacteria|complete|plasmid	PROVISIONAL	291
364	ABC_efflux	RF0007	YP_002332257.1	-	3.3e-78	256.4	7.2	1.9999999999999997e-72	237.3	4.4	2.3	2.0	1	0	2	2	0	0	ATP-binding cassette (ABC) antibiotic efflux pump [ARO:0010001]	1280	Staphylococcus aureus	YP_002332257.1	215401544	bacteria|complete|plasmid	PROVISIONAL	522
365	AAC6-Ib	RF0005	YP_002332851.1	-	1.7999999999999997e-130	424.8	0.1	1.9999999999999994e-130	424.7	0.1	1.0	1.0	0	0	1	1	1	1	Aminoglycoside Acetyltransferase (AAC6-Ib) [ARO:3001206]	573	Klebsiella pneumoniae	YP_002332851.1	215528096	bacteria|complete|plasmid	PROVISIONAL	199
366	Qnr	RF0113	YP_002332855.1	-	8.599999999999998e-136	443.4	12.0	9.599999999999998e-136	443.3	12.0	1.0	1.0	0	0	1	1	1	1	quninolone resistance protein (Qnr): antibiotic target protection protein [ARO:3000419]	573	Klebsiella pneumoniae	YP_002332855.1	215528094	bacteria|complete|plasmid	PROVISIONAL	218
367	CTXM	RF0059	YP_002332867.1	-	1.6999999999999993e-191	627.7	4.5	1.8999999999999993e-191	627.5	4.5	1.0	1.0	0	0	1	1	1	1	CTX-M beta-lactamase (class a) [ARO:3000016]	573	Klebsiella pneumoniae	YP_002332867.1	215528084	bacteria|complete|plasmid	PROVISIONAL	291
368	TetA	RF0127	YP_002332890.1	-	6.099999999999998e-210	689.9	25.6	6.799999999999998e-210	689.7	25.6	1.0	1.0	0	0	1	1	1	1	tetA: tetracycline resistance MFS efflux pump [ARO:3000165]	573	Klebsiella pneumoniae	YP_002332890.1	215528133	bacteria|complete|plasmid	PROVISIONAL	399
369	TEM	RF0126	YP_002333310.1	-	1.7999999999999995e-205	673.4	0.0	1.999999999999999e-205	673.2	0.0	1.0	1.0	0	0	1	1	1	1	TEM beta-lactamase (class a) [ARO:3000014]	573	Klebsiella pneumoniae	YP_002333310.1	216967802	bacteria|complete|plasmid	PROVISIONAL	286
370	CTXM	RF0059	YP_002333323.1	-	4.699999999999998e-193	632.8	4.5	5.199999999999998e-193	632.6	4.5	1.0	1.0	0	0	1	1	1	1	CTX-M beta-lactamase (class a) [ARO:3000016]	573	Klebsiella pneumoniae	YP_002333323.1	216967815	bacteria|complete|plasmid	PROVISIONAL	291
371	vanR	RF0154	YP_002333390.1	-	5.199999999999999e-91	297.1	0.1	5.899999999999999e-91	296.9	0.1	1.0	1.0	0	0	1	1	1	1	VanR: transcriptional activator regulating VanA, VanH and VanX [ARO:3000574]	1351	Enterococcus faecalis	YP_002333390.1	217388361	bacteria|complete|plasmid	PROVISIONAL	219
372	vanS	RF0155	YP_002333391.1	-	1.7999999999999995e-160	526.9	0.4	1.9999999999999993e-160	526.7	0.4	1.0	1.0	0	0	1	1	1	1	VanS: trasncriptional regulator of van glycopeptide resistance genes [ARO:3000071]	1351	Enterococcus faecalis	YP_002333391.1	217388362	bacteria|complete|plasmid	PROVISIONAL	447
373	vanY	RF0159	YP_002333392.1	-	6.8e-114	373.3	0.1	1.0999999999999997e-113	372.7	0.1	1.3	1.0	1	0	1	1	1	1	VanY: glycopeptide resistance gene [ARO:3000077]	1351	Enterococcus faecalis	YP_002333392.1	217388363	bacteria|complete|plasmid	PROVISIONAL	268
374	vanW	RF0157	YP_002333393.1	-	5.599999999999998e-171	560.0	0.1	6.299999999999998e-171	559.8	0.1	1.0	1.0	0	0	1	1	1	1	VanW: glycopeptide resistance gene [ARO:3000002]	1351	Enterococcus faecalis	YP_002333393.1	217388364	bacteria|complete|plasmid	PROVISIONAL	275
375	vanH	RF0153	YP_002333394.1	-	3.7999999999999987e-197	646.6	0.6	4.1999999999999976e-197	646.4	0.6	1.0	1.0	0	0	1	1	1	1	VanH: D-specific alpha-ketoacid dehydrogenase that synthesizes D-lactate [ARO:3000006]	1351	Enterococcus faecalis	YP_002333394.1	217388365	bacteria|complete|plasmid	PROVISIONAL	323
376	vanB	RF0150	YP_002333395.1	-	2.399999999999999e-246	809.0	0.3	2.5999999999999983e-246	808.8	0.3	1.0	1.0	0	0	1	1	1	1	VanB: D-Ala-D-Ala ligase that can synthesize D-Ala-D-Lac [ARO:3000013]	1351	Enterococcus faecalis	YP_002333395.1	217388366	bacteria|complete|plasmid	PROVISIONAL	342
377	vanX	RF0158	YP_002333396.1	-	3.0999999999999996e-116	379.0	0.1	3.399999999999999e-116	378.9	0.1	1.0	1.0	0	0	1	1	1	1	VanX: glycopeptide resistance gene [ARO:3000011]	1351	Enterococcus faecalis	YP_002333396.1	217388367	bacteria|complete|plasmid	PROVISIONAL	202
378	TetA-B	RF0128	YP_002405954.1	-	7.999999999999996e-278	913.6	30.6	8.999999999999995e-278	913.4	30.6	1.0	1.0	0	0	1	1	1	1	tetA(B): tetracycline resistance MFS efflux pump [ARO:3000165]	585056	Escherichia coli UMN026	YP_002405954.1	218692842	bacteria|complete|plasmid	REVIEWED	417
379	APH3''	RF0172	YP_002455757.1	-	2.4999999999999994e-165	541.3	0.2	2.7999999999999994e-165	541.1	0.2	1.0	1.0	0	0	1	1	1	1	Streptomycin phosphotransferase	562	Escherichia coli	YP_002455757.1	219372023	bacteria|complete|plasmid	PROVISIONAL	267
380	APH6	RF0034	YP_002455758.1	-	2.3999999999999993e-150	492.5	1.6	2.6999999999999996e-150	492.4	1.6	1.0	1.0	0	0	1	1	1	1	aminoglycoside phosphotransferase (APH3) [ARO:3000151]	562	Escherichia coli	YP_002455758.1	219372024	bacteria|complete|plasmid	PROVISIONAL	278
381	TetA-B	RF0128	YP_002456172.1	-	6.899999999999998e-278	913.8	30.6	7.699999999999995e-278	913.6	30.6	1.0	1.0	0	0	1	1	1	1	tetA(B): tetracycline resistance MFS efflux pump [ARO:3000165]	562	Escherichia coli	YP_002456172.1	219586078	bacteria|complete|plasmid	PROVISIONAL	401
382	msbA	RF0107	YP_002527499.1	-	3.5999999999999986e-211	695.1	2.5	1.8e-108	356.0	0.0	2.0	2.0	0	0	2	2	0	0	msbA: ATP-binding cassette (ABC) antibiotic efflux pump [ARO:3000460]	562	Escherichia coli	YP_002527499.1	221218541	bacteria|complete|plasmid	PROVISIONAL	1261
383	TetA	RF0127	YP_002527531.1	-	2.0999999999999995e-214	704.6	23.6	2.399999999999999e-214	704.4	23.6	1.0	1.0	0	0	1	1	1	1	tetA: tetracycline resistance MFS efflux pump [ARO:3000165]	562	Escherichia coli	YP_002527531.1	221218573	bacteria|complete|plasmid	PROVISIONAL	424
384	APH3''	RF0172	YP_002527539.1	-	2.6e-124	406.8	0.4	2.8999999999999994e-124	406.6	0.4	1.0	1.0	0	0	1	1	1	1	Streptomycin phosphotransferase	562	Escherichia coli	YP_002527539.1	221218581	bacteria|complete|plasmid	PROVISIONAL	205
385	APH6	RF0034	YP_002527540.1	-	2.3999999999999993e-150	492.5	1.6	2.6999999999999996e-150	492.4	1.6	1.0	1.0	0	0	1	1	1	1	aminoglycoside phosphotransferase (APH3) [ARO:3000151]	562	Escherichia coli	YP_002527540.1	221218582	bacteria|complete|plasmid	PROVISIONAL	278
386	ANT3	RF0027	YP_002527543.1	-	8.299999999999998e-169	552.5	1.1	9.299999999999997e-169	552.3	1.1	1.0	1.0	0	0	1	1	1	1	Aminoglycoside Nucleotidyltransferase (ANT3) [ARO:3000232]	562	Escherichia coli	YP_002527543.1	221218585	bacteria|complete|plasmid	PROVISIONAL	263
387	msbA	RF0107	YP_002539287.1	-	8.999999999999995e-214	703.7	3.4	3.199999999999999e-110	361.8	0.1	2.0	2.0	0	0	2	2	0	0	msbA: ATP-binding cassette (ABC) antibiotic efflux pump [ARO:3000460]	475609	Escherichia coli chi7122	YP_002539287.1	222104798	bacteria|complete|plasmid	PROVISIONAL	1261
388	macB	RF0089	YP_002539412.1	-	3.299999999999998e-201	662.4	10.9	3.7999999999999986e-201	662.2	10.9	1.1	1.0	0	0	1	1	1	1	macB: subunit of efflux pump conferring antibiotic resistance [ARO:3000535]	475609	Escherichia coli chi7122	YP_002539412.1	222104923	bacteria|complete|plasmid	PROVISIONAL	646
389	GES	RF0076	YP_002563154.1	-	8.799999999999995e-207	677.8	0.5	9.899999999999997e-207	677.7	0.5	1.0	1.0	0	0	1	1	1	1	GES beta-lactamase (class a) [ARO:3000066]	550	Enterobacter cloacae	YP_002563154.1	222159146	bacteria|complete|plasmid	PROVISIONAL	287
390	APH3''	RF0172	YP_002650688.1	-	2.4999999999999994e-165	541.3	0.2	2.7999999999999994e-165	541.1	0.2	1.0	1.0	0	0	1	1	1	1	Streptomycin phosphotransferase	747	Pasteurella multocida	YP_002650688.1	225074885	bacteria|complete|plasmid	PROVISIONAL	267
391	TetM-TetW-TetO-TetS	RF0133	YP_002650692.1	-	0.0	1221.6	0.2	0.0	1221.5	0.2	1.0	1.0	0	0	1	1	1	1	tetM, tetW, tetO, and tetS: tetracycline resistance ribosomal protection protein [ARO:3000186;ARO:3000194;ARO:3000190;ARO:3000192]	747	Pasteurella multocida	YP_002650692.1	225166732	bacteria|complete|plasmid	PROVISIONAL	639
392	ABC_efflux	RF0007	YP_002756567.1	-	9.999999999999999e-84	274.6	0.9	1.6999999999999995e-83	273.9	0.9	1.3	1.0	0	0	1	1	1	1	ATP-binding cassette (ABC) antibiotic efflux pump [ARO:0010001]	562	Escherichia coli	YP_002756567.1	226200963	bacteria|complete|plasmid	PROVISIONAL	706
393	ANT	RF0166	YP_002790916.1	-	3.399999999999999e-80	262.1	0.0	3.799999999999999e-80	261.9	0.0	1.0	1.0	0	0	1	1	1	1	Aminoglycoside Nucleotidyltransferase	1280	Staphylococcus aureus	YP_002790916.1	226464409	bacteria|complete|plasmid	PROVISIONAL	256
394	APH3	RF0033	YP_002790939.1	-	1.8e-18	59.8	0.1	3e-18	59.1	0.1	1.3	1.0	0	0	1	1	1	1	aminoglycoside phosphotransferase (APH3) [ARO:3000126]	1280	Staphylococcus aureus	YP_002790939.1	226464432	bacteria|complete|plasmid	PROVISIONAL	479
395	TEM	RF0126	YP_002791371.1	-	1.7999999999999995e-205	673.4	0.0	1.999999999999999e-205	673.2	0.0	1.0	1.0	0	0	1	1	1	1	TEM beta-lactamase (class a) [ARO:3000014]	550	Enterobacter cloacae	YP_002791371.1	226807677	bacteria|complete|plasmid	PROVISIONAL	286
396	TetD	RF0130	YP_002791388.1	-	1.3999999999999993e-269	886.3	34.1	1.599999999999999e-269	886.1	34.1	1.0	1.0	0	0	1	1	1	1	tetD: tetracycline resistance MFS efflux pump [ARO:3000168]	550	Enterobacter cloacae	YP_002791388.1	226807693	bacteria|complete|plasmid	PROVISIONAL	394
397	AAC6-Ib	RF0005	YP_002791392.1	-	2.2999999999999992e-133	434.3	0.1	2.5999999999999995e-133	434.1	0.1	1.0	1.0	0	0	1	1	1	1	Aminoglycoside Acetyltransferase (AAC6-Ib) [ARO:3001206]	550	Enterobacter cloacae	YP_002791392.1	226807697	bacteria|complete|plasmid	PROVISIONAL	209
398	IMP	RF0080	YP_002791399.1	-	1.9999999999999995e-165	540.8	2.0	2.1999999999999994e-165	540.6	2.0	1.0	1.0	0	0	1	1	1	1	Plasmid mediated IMP-type carbapenemases (subclass B1 (metallo-) beta-lactamase) [ARO:3000020]	550	Enterobacter cloacae	YP_002791399.1	226807704	bacteria|complete|plasmid	PROVISIONAL	246
399	AAC6-Ib	RF0005	YP_002791400.1	-	3.599999999999999e-133	433.6	0.1	3.9999999999999995e-133	433.5	0.1	1.0	1.0	0	0	1	1	1	1	Aminoglycoside Acetyltransferase (AAC6-Ib) [ARO:3001206]	550	Enterobacter cloacae	YP_002791400.1	226807705	bacteria|complete|plasmid	PROVISIONAL	184
400	Chlor_Acetyltrans_CAT	RF0050	YP_002791401.1	-	2.5e-53	173.8	0.0	3.1999999999999996e-53	173.5	0.0	1.1	1.0	0	0	1	1	1	1	chloramphenicol acetyltransferase (CAT) [ARO:3000122]	550	Enterobacter cloacae	YP_002791401.1	226807706	bacteria|complete|plasmid	PROVISIONAL	210
401	APH6	RF0034	YP_002791407.1	-	2.3999999999999993e-150	492.5	1.6	2.6999999999999996e-150	492.4	1.6	1.0	1.0	0	0	1	1	1	1	aminoglycoside phosphotransferase (APH3) [ARO:3000151]	550	Enterobacter cloacae	YP_002791407.1	226807876	bacteria|complete|plasmid	PROVISIONAL	278
402	APH3	RF0033	YP_002791441.1	-	5.799999999999998e-146	477.7	0.0	6.599999999999998e-146	477.5	0.0	1.0	1.0	0	0	1	1	1	1	aminoglycoside phosphotransferase (APH3) [ARO:3000126]	550	Enterobacter cloacae	YP_002791441.1	226807745	bacteria|complete|plasmid	PROVISIONAL	271
403	Chlor_Acetyltrans_CAT	RF0050	YP_002791497.1	-	7.799999999999998e-89	289.9	0.3	8.699999999999997e-89	289.8	0.3	1.0	1.0	0	0	1	1	1	1	chloramphenicol acetyltransferase (CAT) [ARO:3000122]	550	Enterobacter cloacae	YP_002791497.1	226807801	bacteria|complete|plasmid	PROVISIONAL	213
404	SHV-LEN	RF0119	YP_002791504.1	-	8.199999999999996e-204	667.9	2.6	9.199999999999995e-204	667.8	2.6	1.0	1.0	0	0	1	1	1	1	A grouping of the related SHV and LEN beta-lactamases (class a) [ARO:3000096]	550	Enterobacter cloacae	YP_002791504.1	226807808	bacteria|complete|plasmid	PROVISIONAL	286
405	AAC3	RF0002	YP_002791510.1	-	1.7999999999999996e-128	420.4	0.1	1.9999999999999993e-128	420.3	0.1	1.0	1.0	0	0	1	1	1	1	Aminoglycoside Acetyltransferase (AAC3) [ARO:3000322]	550	Enterobacter cloacae	YP_002791510.1	226807861	bacteria|complete|plasmid	PROVISIONAL	269
406	TEM	RF0126	YP_002791681.1	-	1.7999999999999995e-205	673.4	0.0	1.999999999999999e-205	673.2	0.0	1.0	1.0	0	0	1	1	1	1	TEM beta-lactamase (class a) [ARO:3000014]	550	Enterobacter cloacae	YP_002791681.1	226809987	bacteria|complete|plasmid	PROVISIONAL	286
